word=百多	nums=4	adhes=751	entropy=0.301
word=稀疏	nums=4	adhes=14336	entropy=0.4515
word=往西	nums=4	adhes=379	entropy=0.6021
word=干干	nums=4	adhes=275	entropy=0.2442
word=露水	nums=4	adhes=225	entropy=0.4515
word=脏物	nums=4	adhes=3792	entropy=0.2442
word=呜咽	nums=4	adhes=3513	entropy=0.4515
word=第八章	nums=4	adhes=3513	entropy=0.4515
word=进行	nums=4	adhes=292	entropy=0.4515
word=双唇	nums=4	adhes=754	entropy=0.4515
word=浓烈	nums=4	adhes=3772	entropy=0.2442
word=敢耍弄	nums=3	adhes=10541	entropy=0.2764
word=花容月貌	nums=3	adhes=2890	entropy=0.2764
word=拉动枪	nums=3	adhes=853	entropy=0.2764
word=优质白酒	nums=3	adhes=2083	entropy=0.2764
word=牵着一匹	nums=3	adhes=6637	entropy=0.2764
word=隐隐约约	nums=3	adhes=16291	entropy=0.2764
word=愈来愈	nums=3	adhes=10541	entropy=0.4771
word=后响起	nums=3	adhes=505	entropy=0.2764
word=断断续续	nums=3	adhes=5780	entropy=0.2764
word=血从他	nums=3	adhes=506	entropy=0.2764
word=吼一声	nums=3	adhes=995	entropy=0.4771
word=自来得	nums=3	adhes=933	entropy=0.2764
word=到哪里去	nums=3	adhes=513	entropy=0.2764
word=中秋节	nums=3	adhes=1244	entropy=0.2764
word=竟是我	nums=3	adhes=534	entropy=0.2764
word=这地盘	nums=3	adhes=1235	entropy=0.2764
word=跌跌撞撞	nums=3	adhes=11200	entropy=0.2764
word=成两半	nums=3	adhes=1510	entropy=0.4771
word=蹿出来	nums=3	adhes=630	entropy=0.4771
word=抓起一把	nums=3	adhes=887	entropy=0.4771
word=无声无息	nums=3	adhes=2133	entropy=0.4771
word=无影无踪	nums=3	adhes=2133	entropy=0.4771
word=工地上去	nums=3	adhes=654	entropy=0.2764
word=亮晶晶	nums=3	adhes=4480	entropy=0.2764
word=说他们要	nums=3	adhes=553	entropy=0.2764
word=不能吐	nums=3	adhes=553	entropy=0.301
word=端起酒	nums=3	adhes=1562	entropy=0.4771
word=钻出来	nums=3	adhes=630	entropy=0.4771
word=声枪响	nums=3	adhes=750	entropy=0.2764
word=哭着说	nums=3	adhes=737	entropy=0.4771
word=越来越	nums=3	adhes=13784	entropy=0.4771
word=气喘吁吁	nums=3	adhes=2674	entropy=0.4771
word=院子里摆	nums=3	adhes=3200	entropy=0.2764
word=都集中	nums=3	adhes=1244	entropy=0.4771
word=黎明前	nums=3	adhes=1544	entropy=0.2764
word=扛着一盘	nums=3	adhes=7168	entropy=0.4771
word=粒子弹	nums=3	adhes=960	entropy=0.4771
word=王旅长	nums=3	adhes=1756	entropy=0.4771
word=藏起来	nums=3	adhes=630	entropy=0.2764
word=她老人家	nums=3	adhes=1481	entropy=0.2764
word=按着腰	nums=3	adhes=926	entropy=0.2764
word=第一章	nums=3	adhes=1437	entropy=0.2764
word=连成一体	nums=3	adhes=2317	entropy=0.4771
word=披麻戴孝	nums=3	adhes=25600	entropy=0.4771
word=海一样	nums=3	adhes=534	entropy=0.2764
word=罩子灯	nums=3	adhes=10338	entropy=0.4771
word=天上午	nums=3	adhes=833	entropy=0.4771
word=半边脸	nums=3	adhes=1400	entropy=0.4771
word=差不多	nums=3	adhes=3381	entropy=0.2764
word=哑地叫	nums=3	adhes=1139	entropy=0.2764
word=老汉阳	nums=2	adhes=2421	entropy=0.301
word=开着烧	nums=2	adhes=1792	entropy=0.301
word=有的面如	nums=2	adhes=1060	entropy=0.301
word=臭气熏天	nums=2	adhes=1389	entropy=0.301
word=会说话	nums=2	adhes=3200	entropy=0.301
word=步走出	nums=2	adhes=694	entropy=0.301
word=娘困觉	nums=2	adhes=1636	entropy=0.301
word=桶吃饭	nums=2	adhes=11946	entropy=0.301
word=要折腾	nums=2	adhes=1512	entropy=0.301
word=骡子跑得	nums=2	adhes=1244	entropy=0.301
word=蝉的幼虫	nums=2	adhes=25600	entropy=0.301
word=军需股长	nums=2	adhes=1756	entropy=0.301
word=王八蛋	nums=2	adhes=3258	entropy=0.301
word=出墨绿	nums=2	adhes=694	entropy=0.301
word=连放三	nums=2	adhes=3037	entropy=0.301
word=怒冲冲	nums=2	adhes=6637	entropy=0.301
word=拥拥挤挤	nums=2	adhes=22400	entropy=0.301
word=迸然炸裂	nums=2	adhes=8145	entropy=0.301
word=路当中	nums=2	adhes=818	entropy=0.301
word=墨河水	nums=2	adhes=705	entropy=0.301
word=这一夜	nums=2	adhes=1235	entropy=0.301
word=开口说话	nums=2	adhes=1792	entropy=0.301
word=枪口对	nums=2	adhes=504	entropy=0.301
word=粗的铁	nums=2	adhes=1886	entropy=0.301
word=我就开枪	nums=2	adhes=534	entropy=0.301
word=有一粒	nums=2	adhes=706	entropy=0.301
word=说老刘	nums=2	adhes=737	entropy=0.301
word=转来转去	nums=2	adhes=1308	entropy=0.301
word=两支枪	nums=2	adhes=760	entropy=0.301
word=冲上桥头	nums=2	adhes=633	entropy=0.301
word=曲调十分	nums=2	adhes=6637	entropy=0.301
word=铜钥匙	nums=2	adhes=19911	entropy=0.301
word=岁时就	nums=2	adhes=1202	entropy=0.301
word=你可不能	nums=2	adhes=1120	entropy=0.301
word=趴在墙	nums=2	adhes=4266	entropy=0.301
word=柄小剑	nums=2	adhes=7466	entropy=0.301
word=围成一个	nums=2	adhes=514	entropy=0.301
word=被千万	nums=2	adhes=1116	entropy=0.301
word=想当兵	nums=2	adhes=2674	entropy=0.301
word=到水里把	nums=2	adhes=513	entropy=0.301
word=退出桥	nums=2	adhes=1896	entropy=0.301
word=破浓雾	nums=2	adhes=4266	entropy=0.301
word=手紧紧	nums=2	adhes=594	entropy=0.301
word=谁的枪托	nums=2	adhes=16291	entropy=0.301
word=刘四山	nums=2	adhes=6637	entropy=0.301
word=水汪汪	nums=2	adhes=940	entropy=0.301
word=十马鞭	nums=2	adhes=1327	entropy=0.301
word=昂阔步	nums=2	adhes=3584	entropy=0.301
word=集合成	nums=2	adhes=1342	entropy=0.301
word=咕嘟咕嘟	nums=2	adhes=8145	entropy=0.301
word=走过去他	nums=2	adhes=506	entropy=0.301
word=放声大哭	nums=2	adhes=3982	entropy=0.301
word=软得像	nums=2	adhes=1411	entropy=0.301
word=出堤面	nums=2	adhes=694	entropy=0.301
word=个伟岸	nums=2	adhes=514	entropy=0.301
word=你认为我	nums=2	adhes=534	entropy=0.301
word=隆一声	nums=2	adhes=1001	entropy=0.301
word=珠从他	nums=2	adhes=506	entropy=0.301
word=恨不得	nums=2	adhes=1244	entropy=0.301
word=出来了是	nums=2	adhes=501	entropy=0.301
word=面不看	nums=2	adhes=1127	entropy=0.301
word=个人吭	nums=2	adhes=514	entropy=0.301
word=得不成	nums=2	adhes=622	entropy=0.301
word=凉气逼人	nums=2	adhes=622	entropy=0.301
word=八成是	nums=2	adhes=501	entropy=0.301
word=尖叫着不	nums=2	adhes=553	entropy=0.301
word=滴滴答答	nums=2	adhes=12800	entropy=0.301
word=蓝的天	nums=2	adhes=555	entropy=0.301
word=号啕大哭	nums=2	adhes=5780	entropy=0.301
word=你亲叔	nums=2	adhes=746	entropy=0.301
word=鬼鬼祟祟	nums=2	adhes=1723	entropy=0.301
word=要不我就	nums=2	adhes=1202	entropy=0.301
word=破口大骂	nums=2	adhes=4266	entropy=0.301
word=个脚趾	nums=2	adhes=514	entropy=0.301
word=被赶到	nums=2	adhes=513	entropy=0.301
word=趁着机会	nums=2	adhes=6400	entropy=0.301
word=你的恩	nums=2	adhes=1120	entropy=0.301
word=想改编	nums=2	adhes=2674	entropy=0.301
word=只拳头	nums=2	adhes=633	entropy=0.301
word=月亮般	nums=2	adhes=2541	entropy=0.301
word=纹丝不	nums=2	adhes=553	entropy=0.301
word=扑地跪倒	nums=2	adhes=4072	entropy=0.301
word=身上那股	nums=2	adhes=1739	entropy=0.301
word=哈哈大笑	nums=2	adhes=3895	entropy=0.301
word=白的野	nums=2	adhes=543	entropy=0.301
word=轿子颠	nums=2	adhes=896	entropy=0.301
word=想不到	nums=2	adhes=513	entropy=0.301
word=涌上心头	nums=2	adhes=633	entropy=0.301
word=颗大头	nums=2	adhes=633	entropy=0.301
word=人奸淫	nums=2	adhes=622	entropy=0.301
word=头上斜	nums=2	adhes=633	entropy=0.301
word=三十年	nums=2	adhes=1012	entropy=0.301
word=咬了一口	nums=2	adhes=2212	entropy=0.301
word=使他们	nums=2	adhes=612	entropy=0.301
word=条土路	nums=2	adhes=632	entropy=0.301
word=扑棱棱	nums=2	adhes=4594	entropy=0.301
word=不讲理	nums=2	adhes=553	entropy=0.301
word=哪儿啦	nums=2	adhes=2438	entropy=0.301
word=不要动	nums=2	adhes=553	entropy=0.301
word=往下流	nums=2	adhes=1474	entropy=0.301
word=哈达哈达	nums=2	adhes=17920	entropy=0.301
word=就要死	nums=2	adhes=801	entropy=0.301
word=出一百	nums=2	adhes=523	entropy=0.301
word=绣花鞋	nums=2	adhes=14933	entropy=0.301
word=令人窒息	nums=2	adhes=1018	entropy=0.301
word=苦菜花	nums=2	adhes=2890	entropy=0.301
word=合成一个	nums=2	adhes=514	entropy=0.301
word=摸着她	nums=2	adhes=1926	entropy=0.301
word=搬着石头	nums=2	adhes=633	entropy=0.301
word=无尽头	nums=2	adhes=633	entropy=0.301
word=过了多	nums=2	adhes=966	entropy=0.301
word=点了点头	nums=2	adhes=633	entropy=0.301
word=临死前	nums=2	adhes=1544	entropy=0.301
word=不能让	nums=2	adhes=553	entropy=0.301
word=嘴里还	nums=2	adhes=711	entropy=0.301
word=不成形	nums=2	adhes=553	entropy=0.301
word=半晌才	nums=2	adhes=3143	entropy=0.301
word=东倒西歪	nums=2	adhes=2986	entropy=0.301
word=穷鬼你	nums=2	adhes=1120	entropy=0.301
word=你公公要	nums=2	adhes=1120	entropy=0.301
word=送他点	nums=2	adhes=1659	entropy=0.301
word=热泪盈眶	nums=2	adhes=8533	entropy=0.301
word=他的胯骨	nums=2	adhes=506	entropy=0.301
word=破破烂烂	nums=2	adhes=4266	entropy=0.301
word=冷静的笑	nums=2	adhes=2800	entropy=0.301
word=接着便	nums=2	adhes=3011	entropy=0.301
word=忍不住	nums=2	adhes=2083	entropy=0.301
word=开大门	nums=2	adhes=1194	entropy=0.301
word=完整无缺	nums=2	adhes=11200	entropy=0.301
word=插枣饽饽	nums=2	adhes=22400	entropy=0.301
word=魂一样	nums=2	adhes=594	entropy=0.301
word=指捏住	nums=2	adhes=2083	entropy=0.301
word=挑着一担	nums=2	adhes=14933	entropy=0.301
word=村西头	nums=2	adhes=633	entropy=0.301
word=第七章	nums=2	adhes=3513	entropy=0.301
word=从前边	nums=2	adhes=668	entropy=0.301
word=淅淅沥沥	nums=2	adhes=44801	entropy=0.301
word=终生难	nums=2	adhes=12800	entropy=0.301
word=直地往	nums=2	adhes=1493	entropy=0.301
word=到轿子前	nums=2	adhes=513	entropy=0.301
word=不想死	nums=2	adhes=553	entropy=0.301
word=三个月	nums=2	adhes=835	entropy=0.301
word=用脚踢	nums=2	adhes=1422	entropy=0.301
word=擦掉又	nums=2	adhes=1706	entropy=0.301
word=刘吹手	nums=2	adhes=594	entropy=0.301
word=原料酿	nums=2	adhes=11200	entropy=0.301
word=我家收购	nums=2	adhes=534	entropy=0.301
word=八仙桌	nums=2	adhes=4843	entropy=0.301
word=喃喃地说	nums=2	adhes=737	entropy=0.301
word=浸泡过	nums=2	adhes=891	entropy=0.301
word=头晕眼	nums=2	adhes=633	entropy=0.301
word=拍了拍	nums=2	adhes=14933	entropy=0.301
word=轿前有人	nums=2	adhes=622	entropy=0.301
word=六神无主	nums=2	adhes=4977	entropy=0.301
word=人把我们	nums=2	adhes=622	entropy=0.301
word=担绿豆汤	nums=2	adhes=29867	entropy=0.301
word=还在抽	nums=2	adhes=1828	entropy=0.301
word=哼了一声	nums=2	adhes=1001	entropy=0.301
word=感觉到	nums=2	adhes=513	entropy=0.301
word=手舞足蹈	nums=2	adhes=891	entropy=0.301
word=十人但	nums=2	adhes=1991	entropy=0.301
word=可能是为	nums=2	adhes=4977	entropy=0.301
